# File created by converting ColoF.sum to a CSV file, using msm-sum-to-csv.py
#----------------------------------------------------------
# # ********************************************************************************
# #
# # *.sum       Mixed Station Summary Information
# #
# #  Filename:  ColoF.sum
# #
# #  **** = 95% Confidence Interval Not Met
# #
# # ********************************************************************************
# # File History:
# # ********************************************************************************
# #
# # *.xbf       Filled Base Flow at Stream Gages - Mixed Station Model
# #
# #  Mixed Station Model Version:  PC (89/07/18) (Modified 6/8/99)
# #  Run Date and Time:  9/13/99 16:21:15
# #  Filename:  ColoF-1.xbf
# #  Regression:  Simple Linear Regression (Log Transform)
# #  Method:  SEP Dependent
# #  Independent Stations:  All
# #  First Year of Extended Record:  1909
# #  Min. No. of Concurrent Values Required:  5
# #  Confidence Interval:  95%
# #
# # ********************************************************************************
# #
# # 
# # ********************************************************************************
# # *.xbg       Base Flow at Stream Gages                        
# #
# #  UPPER COLORADO RIVER BASIN                                                     
# #  Historic Diversions made at respective historic diversion location             
# #
# #  Statemod Version:  8.24 (1999/07/19)
# #  Run date and time:    9/ 1/99  8: 5:50
# # 
# # ********************************************************************************
# # ********************************************************************************
# #
# # Individual Gage Mixed Station Summary Information:
# 
#   Basin Key:
#   K - KeyGages
#   C - ColoF
# 
# 
# The original ****, which indicates not passing the T test, is replaced with blanks below
#--------------------------------------------------------------------------------------
#Dependent,IndepStation,Basin,ConcurrentValues,R_Jan,R_Feb,R_Mar,R_Apr,R_May,R_Jun,R_Jul,R_Aug,R_Sep,R_Oct,R_Nov,R_Dec,R
"TSID","TSID-Independent","Basin","N1","R_1","R_2","R_3","R_4","R_5","R_6","R_7","R_8","R_9","R_10","R_11","R_12","R"
09075700,09011000,C,205,0.53,0.62,0.55,,0.63,0.73,0.90,0.80,0.67,0.67,0.68,0.62,0.90
09075700,09024000,C,301,,,,,0.83,0.65,0.79,0.74,0.64,0.54,0.67,0.43,0.93
09075700,09034250,C,156,0.65,,,,0.80,0.70,0.85,0.83,0.64,0.92,0.88,0.62,0.84
09075700,09034500,K,301,0.62,0.59,0.43,0.62,,0.61,0.71,0.72,0.63,0.74,0.71,0.71,0.73
09075700,09035500,C,301,0.64,0.56,0.44,,0.74,0.76,0.84,0.76,0.73,0.67,0.69,0.72,0.95
09075700,09036000,C,301,0.60,0.46,,,0.89,0.77,0.83,0.81,0.80,0.80,0.88,0.82,0.94
09075700,09037500,C,301,0.47,0.49,0.41,0.44,0.84,0.64,0.76,0.71,0.67,0.77,0.63,0.61,0.91
09075700,09037500,K,301,0.49,0.51,0.44,0.46,0.69,0.74,0.77,0.55,0.68,0.73,0.63,0.62,0.80
09075700,09041200,C,61,,,,,,,,,,,-.94,-.90,0.82
09075700,09050100,C,301,0.72,0.73,0.63,0.71,0.81,0.74,0.90,0.79,0.78,0.86,0.86,0.82,0.92
09075700,09054000,C,301,,0.58,0.51,,0.91,0.71,0.88,0.87,0.63,0.47,0.52,,0.92
09075700,09073400,C,301,0.70,0.77,0.64,0.48,0.90,0.79,0.93,0.85,0.80,0.82,0.78,0.77,0.91
09075700,09081600,C,301,0.67,0.54,0.42,0.44,0.81,0.88,0.96,0.95,0.86,0.84,0.86,0.78,0.86
09075700,09085000,C,301,0.55,,,0.50,0.83,0.83,0.95,0.95,0.86,0.81,0.82,0.76,0.90
09075700,09085000,K,301,0.52,,,0.51,0.71,0.81,0.95,0.96,0.90,0.89,0.86,0.75,0.87
09075700,09089500,C,296,0.74,0.50,0.48,0.56,0.47,0.69,0.91,0.83,0.82,0.87,0.87,0.86,0.54
09075700,09092500,C,157,,,0.73,0.77,,0.74,0.98,0.89,0.73,0.57,0.60,,0.80
09075700,09093500,C,95,,,0.73,,,0.75,0.86,,,0.78,,,0.28
09075700,09095500,K,301,0.64,,0.46,0.63,0.62,0.77,0.88,0.84,0.82,0.82,0.83,0.77,0.81
09075700,09097500,C,131,,0.68,,,,0.69,0.75,,0.80,0.88,0.90,,0.28
09075700,09105000,C,299,0.72,0.56,0.60,0.54,0.61,0.64,0.81,0.59,0.53,0.65,0.74,0.70,0.55
09075700,09112500,K,301,0.47,0.40,0.40,,0.66,0.83,0.97,0.95,0.92,0.80,0.84,0.70,0.84
09075700,09147500,K,301,0.60,0.51,,0.56,0.54,0.62,0.89,0.76,0.62,0.67,0.51,0.60,0.79
09075700,09152500,C,301,0.46,,0.54,0.53,0.43,0.68,0.84,0.84,0.89,0.86,0.78,0.62,0.36
09075700,09152500,K,301,0.46,,0.54,0.53,0.43,0.68,0.84,0.84,0.89,0.86,0.78,0.62,0.36
09075700,09163500,C,301,0.51,0.40,0.57,0.59,0.62,0.75,0.92,0.93,0.93,0.88,0.90,0.73,0.79
09075700,09166500,K,301,0.48,,0.54,0.53,0.40,0.56,0.78,0.83,0.71,0.59,0.65,0.61,0.65
09075700,09172500,K,300,0.42,,0.52,0.63,0.51,0.64,0.86,0.84,0.71,0.71,0.71,0.66,0.83
09075700,09340500,K,301,0.46,,0.45,0.50,0.56,0.71,0.92,0.85,0.80,0.84,0.89,0.77,0.66
09075700,09361500,K,301,0.51,0.45,0.52,0.45,0.47,0.54,0.83,0.73,0.60,0.55,0.59,0.56,0.76
09075700,09365500,K,301,0.50,,0.57,0.49,,,0.69,0.59,0.51,0.48,0.58,0.57,0.59
09075700,504600,C,222,,0.52,,,,0.52,,,0.45,0.48,,,0.70
09078600,09010500,C,240,0.63,0.75,0.77,0.69,0.84,0.81,0.94,0.87,0.54,0.89,0.79,0.73,0.96
09078600,09011000,C,132,0.79,0.76,0.92,0.84,0.76,0.86,0.95,0.88,0.86,0.96,0.92,0.96,0.98
09078600,09024000,C,240,,0.50,0.47,0.88,0.88,0.85,0.95,0.94,0.83,0.81,0.74,0.53,0.96
09078600,09034500,C,228,0.58,0.64,0.81,0.84,0.84,0.90,0.96,0.92,0.80,0.94,0.83,0.74,0.98
09078600,09034500,K,228,0.76,0.68,0.62,,0.59,0.81,0.86,0.88,0.77,0.78,0.71,0.78,0.90
09078600,09036000,C,240,0.74,0.74,0.65,0.89,0.89,0.90,0.95,0.96,0.92,0.92,0.83,0.74,0.97
09078600,09037500,C,240,0.63,0.66,0.77,0.80,0.91,0.83,0.88,0.88,0.86,0.88,0.81,0.66,0.97
09078600,09040000,C,96,0.78,,0.95,,,0.81,0.92,0.85,0.74,0.82,0.90,,0.89
09078600,09055300,C,228,0.83,0.82,0.88,0.83,0.87,0.88,0.94,0.84,0.74,0.80,0.84,0.82,0.98
09078600,09057500,C,240,0.77,0.75,0.79,0.89,0.96,0.94,0.97,0.92,0.81,0.86,0.86,0.77,0.98
09078600,09058000,C,240,0.73,0.72,0.77,0.83,0.89,0.93,0.97,0.93,0.85,0.92,0.85,0.70,0.98
09078600,09063000,C,240,0.53,0.54,0.52,0.83,0.91,0.91,0.97,0.96,0.86,0.86,0.77,0.68,0.97
09078600,09065100,C,240,0.81,0.73,0.77,0.92,0.95,0.95,0.97,0.95,0.85,0.90,0.88,0.90,0.97
09078600,09070000,C,240,0.65,0.67,0.78,0.91,0.96,0.96,0.99,0.96,0.88,0.86,0.83,0.59,0.98
09078600,09070500,C,240,0.63,0.68,0.85,0.86,0.89,0.96,0.98,0.95,0.86,0.86,0.78,0.68,0.98
09078600,09073400,C,240,0.62,0.60,0.84,0.93,0.88,0.92,0.98,0.95,0.91,0.91,0.95,0.82,0.98
09078600,09074000,C,240,0.56,0.72,0.78,0.88,0.82,0.70,0.89,0.94,0.95,0.95,0.87,0.69,0.98
09078600,09080400,C,240,0.59,,0.70,0.96,0.98,0.99,1.00,0.99,0.98,0.96,0.91,0.81,0.99
09078600,09081600,C,240,0.68,0.72,0.88,0.85,0.86,0.91,0.95,0.89,0.89,0.88,0.83,0.78,0.98
09078600,09085000,C,240,0.73,0.77,0.85,0.82,0.90,0.96,0.98,0.93,0.88,0.77,0.85,0.86,0.98
09078600,09092500,C,84,,,,,0.80,0.95,0.97,0.76,0.92,,0.94,,0.94
09078600,09093500,C,83,,,,,0.83,0.89,0.79,,,,,,0.56
09078600,09093700,C,240,0.77,0.82,0.84,0.84,0.87,0.97,0.99,0.96,0.92,0.86,0.86,0.78,0.98
09078600,09095000,C,72,,,0.88,,,0.90,0.83,,,,,,0.66
09078600,09095500,C,240,0.61,0.68,0.84,0.79,0.86,0.96,0.99,0.96,0.91,0.85,0.85,0.65,0.98
09078600,09096500,C,46,,0.91,,,0.95,,,,,,,,0.86
09078600,09112500,K,240,0.60,0.68,0.81,0.87,0.78,0.91,0.96,0.88,0.84,0.79,0.73,0.61,0.97
09078600,09251000,K,240,0.79,0.65,0.71,0.49,0.60,0.94,0.96,0.84,0.78,0.93,0.89,0.82,0.80
09078600,09340500,K,240,0.50,0.67,0.76,0.78,0.69,0.94,0.96,0.86,0.75,0.77,0.71,0.64,0.85
09080400,09034500,C,360,0.48,0.39,0.72,0.89,0.88,0.82,0.89,0.87,0.74,0.86,0.70,0.69,0.97
09080400,09037500,C,384,,,0.44,0.85,0.89,0.84,0.89,0.86,0.78,0.74,0.58,0.39,0.97
09080400,09041000,C,120,,,,0.97,,0.98,0.93,0.78,0.79,0.93,0.90,0.68,0.88
09080400,09053500,C,108,0.92,0.86,0.84,0.87,0.90,0.97,0.97,0.88,0.85,0.92,0.93,0.92,0.97
09080400,09057500,C,384,0.50,0.46,0.60,0.90,0.94,0.93,0.96,0.88,0.82,0.85,0.73,0.53,0.97
09080400,09058000,C,372,0.52,0.37,0.70,0.89,0.90,0.92,0.94,0.89,0.82,0.84,0.74,0.52,0.98
09080400,09063000,C,384,0.51,,0.51,0.84,0.93,0.93,0.96,0.95,0.82,0.85,0.68,0.58,0.97
09080400,09068000,C,96,,,,0.88,0.82,0.95,0.94,0.98,0.94,0.92,0.85,,0.97
09080400,09070000,C,381,,,,0.83,0.94,0.97,0.98,0.92,0.85,0.57,,,0.95
09080400,09070500,C,384,,,0.55,0.91,0.91,0.96,0.96,0.91,0.86,0.78,0.60,0.38,0.97
09080400,09074000,C,325,0.47,,0.46,0.89,0.82,0.71,0.89,0.91,0.92,0.90,0.72,0.46,0.97
09080400,09081600,C,384,0.62,0.45,0.77,0.86,0.87,0.90,0.95,0.89,0.90,0.86,0.73,0.66,0.98
09080400,09084000,C,96,,,0.84,0.88,,0.94,0.90,0.78,0.87,0.81,,,0.89
09080400,09085000,C,384,0.65,0.42,0.58,0.86,0.93,0.97,0.98,0.94,0.90,0.79,0.79,0.69,0.98
09080400,09095500,C,384,,,0.51,0.88,0.89,0.98,0.98,0.95,0.89,0.80,0.67,0.43,0.98
09080400,09112500,K,384,0.56,,0.72,0.90,0.82,0.92,0.96,0.89,0.87,0.82,0.67,0.61,0.98
09080400,09172500,K,383,0.65,,0.68,0.55,0.60,0.74,0.89,0.85,0.74,0.86,0.70,0.68,0.95
09080400,09239500,K,384,0.45,,0.71,0.58,0.79,0.92,0.93,0.84,0.83,0.87,0.78,0.50,0.88
09080400,09251000,K,384,0.57,0.36,0.74,0.63,0.63,0.94,0.93,0.82,0.78,0.89,0.79,0.63,0.81
09080400,09340500,K,384,0.48,,0.59,0.82,0.74,0.96,0.94,0.85,0.75,0.72,0.62,0.43,0.87
09080800,09024000,C,60,,,,,,,,,,,0.89,0.91,0.88
09080800,09025000,C,60,,-.91,,,,,,,,,,,0.86
09080800,09034500,C,60,0.93,,,,,,,,,,,0.90,0.88
09080800,09034500,K,60,0.94,0.88,,,,,,,,,,0.91,0.79
09080800,09036000,C,60,,,,,-.90,,,,,,,0.89,0.89
09080800,09046600,C,60,,0.96,,,,,,,,,,,0.91
09080800,09050100,C,60,0.98,,0.88,,,,,,,,,,0.90
09080800,09057500,C,60,0.90,0.96,,,,,,,,,,,0.92
09080800,09058000,C,60,,,,,,,,,,,,0.94,0.90
09080800,09065100,C,12,,,,,,,,,,,,,0.97
09080800,09068000,C,60,0.99,,,,,,,,,,,,0.88
09080800,09072500,C,36,,,,,,,,,,,,,0.92
09080800,09081600,C,60,,,,,-.93,,,,,,0.92,,0.91
09080800,09082800,C,60,,,,,,,,,,,,0.99,0.72
09080800,09084000,C,60,,,,,,0.91,,,,,0.96,0.96,0.76
09080800,09085000,C,60,,,,,,0.88,,,,,,0.99,0.93
09080800,09085000,K,60,,,,,,,,,,,0.88,0.99,0.88
09080800,09089500,C,60,0.88,,,,,0.95,,,,,,0.94,0.71
09080800,09095000,C,60,,,,,0.89,0.90,,,,,,0.95,0.83
09080800,09097500,C,60,,,,,,0.90,,,,,,0.97,0.55
09080800,09147500,K,60,0.94,,,,,0.88,,,,,,,0.85
09080800,09172500,K,60,,,,,,0.90,,,,,,,0.90
09080800,09239500,K,60,,,,,,,,,,,0.95,0.91,0.74
09080800,09342500,K,60,0.88,,,,,,,0.97,,,,,0.82
09080800,09361500,K,60,0.98,,,,,,,,,,,,0.85
09080800,09379500,K,60,0.93,,,,,,,0.88,,,0.90,,0.46
09080800,950040,C,30,0.00,0.00,0.00,0.00,,,,0.95,,,0.00,0.00,0.65
09081600,09032500,C,60,,,,,0.98,,0.93,0.95,0.94,,,0.93,0.96
09081600,09047000,C,67,,,,0.97,0.94,0.98,0.95,0.96,0.95,0.89,,,0.96
09081600,09058000,C,408,0.57,0.67,0.79,0.77,0.78,0.82,0.92,0.80,0.71,0.81,0.84,0.61,0.98
09081600,09072500,C,132,,0.85,0.87,0.97,0.60,0.96,0.97,0.86,0.87,0.90,0.80,0.80,0.98
09081600,09085000,C,492,0.77,0.81,0.89,0.92,0.93,0.96,0.98,0.96,0.91,0.86,0.89,0.86,0.98
09081600,09085000,K,492,0.73,0.67,0.70,0.84,0.91,0.94,0.98,0.96,0.93,0.90,0.78,0.69,0.96
09081600,09087500,C,60,,,,,0.90,0.98,0.99,0.94,,,,,0.95
09081600,09097500,C,288,0.78,0.83,0.82,0.71,0.48,0.89,0.83,,0.65,0.72,0.71,0.67,0.64
09081600,09112500,K,492,0.70,0.76,0.86,0.86,0.91,0.96,0.98,0.97,0.92,0.92,0.84,0.77,0.98
09081600,09239500,K,492,0.53,0.48,0.72,0.69,0.74,0.80,0.90,0.76,0.84,0.85,0.83,0.65,0.89
09081600,09251000,K,492,0.79,0.76,0.78,0.75,0.68,0.82,0.91,0.81,0.80,0.90,0.88,0.78,0.83
09081600,09340500,K,492,0.67,0.67,0.69,0.84,0.82,0.90,0.91,0.81,0.75,0.79,0.74,0.65,0.87
09082800,09011000,C,192,0.77,0.73,0.76,0.89,0.52,0.77,0.88,,0.69,0.69,0.57,0.74,0.79
09082800,09024000,C,192,,,0.69,0.83,,0.68,0.91,0.50,0.75,0.60,,,0.69
09082800,09034500,C,192,0.68,0.54,0.83,0.75,0.59,0.73,0.76,,0.67,0.68,,0.54,0.84
09082800,09037500,C,192,,0.58,0.52,0.81,,0.66,0.83,0.65,0.81,0.57,,,0.77
09082800,09041000,C,96,0.82,,0.86,0.82,,0.86,0.76,,0.95,0.90,0.88,0.95,0.96
09082800,09053500,C,96,,,0.85,0.83,,0.81,0.88,,0.92,0.95,0.73,,0.78
09082800,09058000,C,180,0.77,0.63,0.79,0.61,0.66,0.81,0.83,0.51,0.85,0.72,0.56,0.56,0.84
09082800,09068000,C,108,0.70,,0.74,0.73,,0.72,0.84,0.75,0.94,0.85,0.84,0.72,0.78
09082800,09069500,C,84,0.78,,,,,,,,0.89,,0.78,0.79,0.58
09082800,09073400,C,180,0.58,0.58,0.80,0.92,,0.89,0.91,0.70,0.91,0.75,0.71,0.63,0.78
09082800,09074800,C,121,0.74,0.84,,0.76,,0.89,0.96,0.75,0.96,0.81,0.72,,0.66
09082800,09081600,C,192,0.69,0.75,0.93,0.86,0.73,0.91,0.90,0.74,0.89,0.77,0.68,0.59,0.85
09082800,09084000,C,108,0.80,0.80,0.90,0.88,0.75,0.93,0.94,,0.95,0.88,0.72,,0.97
09082800,09085000,C,192,0.82,0.88,0.82,0.68,0.80,0.92,0.92,0.79,0.94,0.68,0.87,0.72,0.80
09082800,09085000,K,192,0.51,0.68,0.58,0.52,0.89,0.93,0.93,0.80,0.96,0.86,0.63,,0.82
09082800,09089500,C,187,0.74,0.63,0.75,0.73,0.98,0.95,0.93,0.53,0.86,0.83,0.78,0.83,0.95
09082800,09093500,C,59,,,,,0.99,0.94,0.92,,,,,,0.79
09082800,09094200,C,60,,0.90,,,,,,,0.90,0.91,,0.98,0.86
09082800,09097500,C,190,0.93,0.85,0.80,,0.96,0.95,0.78,,0.70,0.87,0.78,0.90,0.90
09082800,09105000,C,185,0.54,,0.51,,0.96,0.92,0.80,,,0.51,,0.50,0.79
09082800,09112500,K,192,0.70,0.69,0.82,0.90,0.89,0.94,0.92,0.71,0.87,0.82,0.79,0.71,0.87
09082800,09147500,K,192,,0.63,,,0.85,0.98,0.90,0.67,0.79,0.89,0.82,,0.85
09082800,09172500,K,192,0.67,0.51,0.79,,0.91,0.93,0.87,0.63,0.84,0.88,0.69,0.69,0.86
09082800,09239500,K,192,0.76,0.70,0.93,0.53,0.83,0.86,0.84,0.67,0.90,0.87,0.74,0.77,0.95
09082800,09251000,K,192,0.81,0.74,0.84,0.57,0.92,0.89,0.89,0.68,0.81,0.85,0.83,0.64,0.94
09082800,09340500,K,192,0.64,0.71,0.67,0.71,0.85,0.91,0.90,0.61,0.83,0.72,0.67,0.58,0.90
09082800,954001,C,192,,-.54,,,,0.51,,,,-.82,-.63,,0.46
09084000,09011000,C,180,0.71,0.61,0.78,0.52,,0.88,0.81,0.66,,,,0.55,0.83
09084000,09032500,C,60,,,,0.98,0.92,0.96,0.90,0.95,,,,,0.92
09084000,09034000,C,60,0.89,,0.90,,0.91,0.92,,0.96,,,0.96,,0.90
09084000,09034900,C,84,,-.80,,,,0.84,0.79,,0.93,,,,0.65
09084000,09035500,C,84,,,,0.80,,0.84,0.87,,0.86,,,,0.72
09084000,09036000,C,180,0.85,0.59,0.62,0.67,,0.93,0.90,0.84,0.85,0.79,0.65,0.73,0.79
09084000,09037500,K,180,0.64,,0.55,0.72,0.84,0.91,0.84,0.73,0.54,0.65,,0.65,0.83
09084000,09039000,C,144,,,,,,0.87,0.90,,,0.73,0.76,,0.90
09084000,09040000,C,144,0.89,0.69,0.58,0.77,0.82,0.82,0.83,0.79,0.72,0.86,0.70,0.78,0.96
09084000,09041000,C,108,,,,0.73,,0.86,0.85,0.77,0.79,0.93,,,0.95
09084000,09046600,C,120,,,,0.71,0.69,0.92,0.96,0.72,,,,,0.72
09084000,09054000,C,72,,,,0.89,,,,0.99,,,,,0.71
09084000,09058000,C,108,0.87,0.78,0.87,0.87,,0.85,0.84,,,0.81,,0.91,0.87
09084000,09060700,C,84,,,,0.89,0.88,0.77,0.82,,,0.88,,,0.90
09084000,09068000,C,180,0.84,0.54,,0.77,,0.94,0.95,0.81,0.77,0.77,0.85,0.88,0.82
09084000,09070500,C,180,,0.66,0.66,0.84,0.75,0.92,0.89,0.78,0.68,0.77,0.68,,0.89
09084000,09072500,C,108,0.78,0.82,0.81,0.88,0.80,0.93,0.94,0.89,0.71,0.76,0.84,0.88,0.89
09084000,09073400,C,96,,,,0.88,,0.96,0.88,0.79,0.83,0.72,,,0.84
09084000,09080400,C,96,,,0.84,0.88,,0.94,0.90,0.78,0.87,0.81,,,0.89
09084000,09081600,C,120,0.64,0.77,0.90,0.91,,0.96,0.89,0.72,0.74,0.77,0.65,,0.89
09084000,09082800,C,108,0.80,0.80,0.90,0.88,0.75,0.93,0.94,,0.95,0.88,0.72,,0.97
09084000,09085000,C,180,0.60,0.66,0.82,0.92,0.58,0.97,0.94,0.84,0.79,0.70,0.65,0.59,0.84
09084000,09085000,K,180,,0.56,0.69,0.84,0.61,0.97,0.93,0.86,0.82,0.79,0.65,,0.86
09084000,09089500,C,120,0.73,,,0.80,0.85,0.96,0.95,0.88,0.76,0.77,0.73,0.70,0.93
09084000,09093700,C,72,,,,0.85,0.85,0.92,,0.82,,0.86,,,0.89
09084000,09095000,C,120,0.85,0.82,,,,,0.79,0.75,0.70,,,0.72,0.78
09084000,09095500,C,180,0.59,0.80,0.65,0.88,0.71,0.95,0.91,0.83,0.76,0.77,0.70,,0.88
09084000,09095500,K,180,0.77,0.76,0.64,0.86,0.78,0.95,0.94,0.90,0.86,0.83,0.73,0.65,0.92
09084000,09097500,C,171,0.66,0.53,0.73,0.74,0.83,0.90,0.85,0.73,0.60,0.61,,0.56,0.83
09084000,09112500,K,180,,,0.90,0.66,0.63,0.96,0.93,0.81,0.83,0.71,,,0.91
09084000,09152500,K,180,,,,0.77,0.72,0.86,0.85,0.81,0.82,0.71,,,0.77
09084000,09239500,K,180,0.65,0.54,0.84,0.83,0.70,0.92,0.85,0.90,0.78,0.72,0.66,0.60,0.96
09084000,09251000,K,180,0.73,0.64,0.66,0.85,0.76,0.92,0.84,0.83,0.63,0.72,,0.56,0.94
09084000,09340500,K,180,0.68,0.64,0.57,0.70,0.60,0.94,0.86,0.73,0.67,0.82,0.72,0.68,0.93
09084000,09365500,K,180,0.65,,0.73,0.59,,0.76,0.65,,,,0.57,0.58,0.86
09084000,504600,C,154,,-.64,-.74,,-.77,,0.76,0.60,,,0.62,,0.88
09084600,09019500,C,25,,,,,,,0.98,,,,,,0.74
09084600,09025000,C,96,,,,0.85,,0.83,0.97,,0.92,0.87,0.88,,0.66
09084600,09026500,C,96,,,,,,0.78,0.93,,0.88,0.89,,0.76,0.58
09084600,09034500,C,95,,0.76,0.85,0.93,,0.85,0.89,,0.72,,,,0.78
09084600,09034500,K,96,0.79,0.82,0.79,0.91,0.82,0.76,0.75,,0.77,0.88,,0.76,0.87
09084600,09036000,C,96,0.79,0.93,0.85,0.93,,0.82,0.94,,0.86,0.86,0.83,0.80,0.67
09084600,09037500,K,96,,,0.81,0.90,0.89,0.79,0.84,,0.91,0.77,0.80,0.80,0.79
09084600,09040000,C,96,,0.73,,0.97,,0.80,0.79,,0.78,0.80,,,0.94
09084600,09041200,C,96,,,,0.97,,0.90,,,,0.81,0.89,,0.65
09084600,09046600,C,96,0.86,,0.74,0.90,0.76,0.79,0.89,,0.80,0.71,0.92,0.81,0.61
09084600,09063000,C,96,0.79,0.72,,0.93,0.76,0.86,0.94,,0.88,0.85,0.78,0.92,0.81
09084600,09070000,C,96,0.84,0.94,0.77,0.92,,0.83,0.92,,0.93,0.88,0.87,0.89,0.78
09084600,09072500,C,96,,0.88,0.82,0.94,,0.87,0.93,,0.87,0.81,0.81,0.74,0.81
09084600,09081600,C,96,,0.81,0.90,0.97,,0.93,0.93,,0.95,0.91,0.89,0.86,0.79
09084600,09082800,C,24,,,,,,,,,,,,,0.97
09084600,09085000,C,96,0.89,0.94,0.87,0.94,,0.88,0.94,,0.96,0.88,0.84,0.92,0.73
09084600,09085000,K,96,0.86,0.94,0.85,0.94,,0.88,0.94,,0.96,0.88,0.81,0.87,0.78
09084600,09089500,C,95,0.85,,,0.94,0.95,0.98,0.97,0.81,0.91,0.89,0.89,0.93,0.96
09084600,09095500,C,96,,0.86,0.82,0.95,,0.89,0.94,,0.94,0.81,0.81,0.78,0.79
09084600,09095500,K,96,,0.85,0.85,0.95,,0.88,0.94,,0.99,0.83,,,0.84
09084600,09097500,C,88,,0.80,0.90,0.77,0.92,0.96,0.95,,0.96,0.78,0.81,0.76,0.88
09084600,09112500,K,96,,0.77,0.93,0.94,,0.96,0.94,0.78,0.86,0.85,0.79,0.74,0.83
09084600,09147500,K,96,,0.79,,,,0.74,0.88,0.79,0.87,0.87,0.73,0.77,0.82
09084600,09152500,K,96,0.74,,0.73,0.91,0.72,0.93,0.87,,0.95,0.89,0.77,0.73,0.90
09084600,09166500,K,96,0.91,0.78,0.78,0.84,,0.82,0.73,0.81,0.90,0.85,0.92,0.94,0.88
09084600,09239500,K,96,0.86,0.82,,0.91,,0.96,0.97,,0.85,0.87,0.80,0.72,0.95
09084600,09251000,K,96,0.83,0.89,0.90,0.92,,0.92,0.97,,0.86,0.88,0.85,,0.95
09084600,09260000,K,96,0.76,0.84,,0.96,,0.84,0.85,,,0.71,0.81,0.74,0.79
09084600,09340500,K,96,,0.73,,0.88,,0.94,0.96,,0.80,0.83,,0.72,0.89
09084600,09361500,K,96,0.88,0.94,0.80,0.90,,0.78,0.76,,0.79,0.72,0.79,0.85,0.87
09084600,954001,C,96,,,-.81,-.90,,,,,-.86,,,,0.35
09085000,09037500,C,932,0.53,0.54,0.63,0.78,0.79,0.87,0.85,0.80,0.70,0.76,0.56,0.53,0.97
09085000,09058000,C,512,0.68,0.58,0.74,0.81,0.89,0.92,0.93,0.90,0.83,0.80,0.77,0.62,0.97
09085000,09072500,C,680,,0.30,0.44,0.79,0.84,0.95,0.92,0.88,0.86,0.62,0.38,,0.95
09085000,09112500,K,292,,0.77,0.93,0.94,,0.95,0.97,0.83,0.84,0.85,0.79,0.74,0.97
09085000,09340500,K,028,0.62,0.69,0.65,0.78,0.76,0.91,0.91,0.83,0.76,0.74,0.60,0.53,0.86
09085100,09034500,C,338,0.71,0.75,0.88,0.90,0.94,,0.94,0.93,0.81,0.82,0.66,0.73,0.95
09085100,09058000,C,349,0.71,0.74,0.83,0.95,0.97,,0.98,0.97,0.91,0.90,0.80,0.80,0.98
09085100,09070500,C,360,0.82,0.91,0.97,0.98,0.99,0.99,0.99,0.98,0.97,0.94,0.91,0.85,0.99
09085100,09085000,C,362,0.84,0.77,0.90,0.93,0.97,,0.98,0.97,0.95,0.94,0.88,0.72,0.96
09085100,09085000,K,362,0.87,0.76,0.84,0.86,0.92,,0.98,0.95,0.89,0.84,0.91,0.59,0.92
09085100,09093500,C,96,,,,0.86,0.90,,0.83,,,,,,0.59
09085100,09095500,C,362,0.82,0.86,0.93,0.98,0.99,1.00,1.00,0.99,0.98,0.97,0.93,0.85,1.00
09085100,09096500,C,113,,,,0.64,0.66,0.77,,,,,,0.70,0.80
09085100,09112500,K,362,0.59,0.61,0.72,0.89,0.89,,0.97,0.92,0.82,0.86,0.84,0.77,0.95
09085100,09251000,K,361,0.69,0.72,0.73,0.81,0.83,,0.96,0.87,0.73,0.82,0.90,0.66,0.81
09085100,09340500,K,362,0.65,0.76,0.79,0.91,0.87,,0.94,0.90,0.81,0.87,0.86,0.67,0.84
09085200,09011000,C,211,0.72,0.62,0.84,0.71,0.56,0.78,0.88,0.77,0.69,0.76,0.66,0.83,0.93
09085200,09024000,C,211,0.69,,0.48,0.80,0.72,0.68,0.85,0.72,0.64,0.53,0.53,0.58,0.90
09085200,09032000,C,211,0.68,,0.63,0.76,0.74,0.69,0.84,0.71,0.50,,,0.54,0.92
09085200,09036000,C,211,0.62,0.53,0.66,0.81,0.72,0.67,0.84,0.78,0.73,0.56,0.54,0.62,0.91
09085200,09037500,C,211,0.60,0.63,0.61,0.68,0.72,0.66,0.77,0.76,0.76,0.55,,0.57,0.93
09085200,09040000,C,175,,,,,,0.81,0.80,0.78,0.89,0.72,0.69,,0.92
09085200,09054000,C,211,,,0.74,0.84,0.85,0.61,0.92,0.80,0.62,0.63,0.73,0.70,0.85
09085200,09055300,C,211,0.53,0.57,0.78,0.82,0.87,0.83,0.89,0.71,0.50,0.56,0.74,0.78,0.92
09085200,09058000,C,199,,,0.80,0.57,0.63,0.83,0.90,0.76,0.75,0.66,0.64,0.73,0.94
09085200,09063000,C,211,0.58,0.49,0.74,0.53,0.68,0.88,0.91,0.82,0.69,0.58,0.64,0.70,0.96
09085200,09064000,C,152,,,,,0.86,0.88,0.89,0.57,,,,0.65,0.84
09085200,09065100,C,211,,,0.74,0.75,0.80,0.82,0.92,0.78,0.48,0.62,0.69,0.58,0.89
09085200,09073400,C,211,0.66,0.74,0.79,0.90,0.84,0.88,0.91,0.86,0.65,0.72,0.78,0.79,0.95
09085200,09074000,C,205,0.65,0.57,0.71,0.79,0.83,0.83,0.86,0.74,0.66,0.64,0.73,0.67,0.95
